Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2024-07-28 23:43:54,2024-07-29 23:37:31,UTC+02:00,2024-07-29 06:47:10,2024-07-29 07:41:22,54,Weightlifting,5.8,168.0,138,99,56,24,0,0,0,false,,,
2024-07-27 23:30:01,2024-07-28 23:43:54,UTC+02:00,2024-07-28 16:54:55,2024-07-28 18:41:25,106,Running,4.1,124.0,113,80,11,0,0,0,0,false,,,
2024-07-27 23:30:01,2024-07-28 23:43:54,UTC+02:00,2024-07-28 09:54:55,2024-07-28 11:41:25,106,Running,19.9,1564.0,175,159,0,1,4,70,25,false,,,
2024-07-27 02:59:11,2024-07-27 23:30:01,UTC+02:00,2024-07-27 18:07:34,2024-07-27 19:03:54,56,Running,0.0,64.0,93,64,0,0,0,0,0,false,,,
2024-07-27 02:59:11,2024-07-27 23:30:01,UTC+02:00,2024-07-27 12:07:34,2024-07-27 13:03:54,56,Running,4.6,93.0,119,90,36,4,0,0,0,false,,,
2024-07-27 02:59:11,2024-07-27 23:30:01,UTC+02:00,2024-07-27 11:07:34,2024-07-27 12:03:54,56,Running,12.6,541.0,168,134,9,16,41,34,0,false,,,
2024-07-25 22:20:59,2024-07-27 01:59:11,UTC+01:00,2024-07-26 06:17:50,2024-07-26 07:04:55,47,Weightlifting,4.9,93.0,137,90,56,8,0,0,0,false,,,
2024-07-24 22:00:40,2024-07-25 22:20:59,UTC+01:00,2024-07-25 20:13:30,2024-07-25 20:28:29,14,Walking,4.3,29.0,119,96,86,2,0,0,0,false,,,
2024-07-24 22:00:40,2024-07-25 22:20:59,UTC+01:00,2024-07-25 06:10:35,2024-07-25 07:04:32,53,Running,16.1,755.0,187,156,0,1,11,64,24,false,,,
2024-07-23 23:03:10,2024-07-24 22:00:40,UTC+01:00,2024-07-24 06:02:55,2024-07-24 06:50:38,47,Weightlifting,4.8,90.0,126,94,62,10,0,0,0,false,,,
2024-07-23 00:12:47,2024-07-24 00:03:10,UTC+02:00,2024-07-23 08:06:39,2024-07-23 08:59:46,53,Running,4.6,95.0,147,87,20,9,1,0,0,false,,,
2024-07-23 00:12:47,2024-07-24 00:03:10,UTC+02:00,2024-07-23 07:06:39,2024-07-23 07:59:46,53,Running,16.3,769.0,174,158,0,0,4,81,15,false,,,
2024-07-20 23:17:39,2024-07-22 00:10:41,UTC+02:00,2024-07-21 13:29:22,2024-07-21 14:59:09,89,Hiking,7.8,331.0,144,106,61,37,1,0,0,false,,,
2024-07-20 23:17:39,2024-07-22 00:10:41,UTC+02:00,2024-07-21 11:03:12,2024-07-21 12:30:49,87,Running,19.2,1319.0,179,161,0,0,1,63,36,false,,,
2024-07-20 00:30:57,2024-07-20 23:17:39,UTC+02:00,2024-07-20 10:38:03,2024-07-20 11:59:44,81,Weightlifting,6.5,226.0,154,100,55,21,4,1,0,false,,,
2024-07-18 23:30:30,2024-07-20 00:30:57,UTC+02:00,2024-07-19 08:16:01,2024-07-19 08:49:38,33,Running,4.1,41.0,110,81,24,0,0,0,0,false,,,
2024-07-18 23:30:30,2024-07-20 00:30:57,UTC+02:00,2024-07-19 07:54:24,2024-07-19 08:15:19,20,Running,,,,,,,,,,false,,,
2024-07-18 23:30:30,2024-07-20 00:30:57,UTC+02:00,2024-07-19 07:16:01,2024-07-19 07:49:38,33,Running,13.2,440.0,177,152,0,6,10,69,15,false,,,
2024-07-18 23:30:30,2024-07-20 00:30:57,UTC+02:00,2024-07-19 06:54:24,2024-07-19 07:15:19,20,Running,9.3,236.0,161,143,5,5,27,63,0,false,,,
2024-07-18 00:22:34,2024-07-18 23:30:30,UTC+02:00,2024-07-18 07:06:55,2024-07-18 08:06:57,60,Cycling,13.5,643.0,165,140,1,12,53,34,0,false,,,
2024-07-17 00:02:28,2024-07-18 00:22:34,UTC+02:00,2024-07-17 07:46:29,2024-07-17 08:33:21,46,Weightlifting,2.3,54.0,118,72,3,1,0,0,0,false,,,
2024-07-17 00:02:28,2024-07-18 00:22:34,UTC+02:00,2024-07-17 06:46:29,2024-07-17 07:33:21,46,Weightlifting,4.6,81.0,126,91,55,6,0,0,0,false,,,
2024-07-15 23:36:49,2024-07-17 00:02:28,UTC+02:00,2024-07-16 07:07:41,2024-07-16 07:57:43,50,Running,14.8,660.0,172,152,0,0,25,70,5,false,,,
2024-07-13 23:39:33,2024-07-15 00:35:50,UTC+02:00,2024-07-14 11:26:52,2024-07-14 13:06:53,100,Running,20.2,1549.0,179,164,0,0,1,47,52,false,,,
2024-07-13 00:05:33,2024-07-13 23:39:33,UTC+02:00,2024-07-13 12:40:42,2024-07-13 13:55:29,74,Weightlifting,6.7,234.0,146,102,49,24,8,0,0,false,,,
2024-07-13 00:05:33,2024-07-13 23:39:33,UTC+02:00,2024-07-13 11:21:43,2024-07-13 12:00:26,38,Swimming,13.7,511.0,171,153,0,1,9,88,2,false,,,
2024-07-11 23:43:00,2024-07-13 00:05:33,UTC+02:00,2024-07-12 07:07:12,2024-07-12 08:07:01,59,Running,14.8,708.0,173,146,4,5,17,72,2,false,,,
2024-07-09 23:48:14,2024-07-10 23:13:59,UTC+02:00,2024-07-10 06:57:07,2024-07-10 07:49:28,52,Running,15.1,693.0,170,152,0,0,16,82,2,false,,,
2024-07-08 23:00:10,2024-07-09 23:48:14,UTC+02:00,2024-07-09 06:39:38,2024-07-09 07:28:40,49,Weightlifting,4.7,88.0,132,91,51,5,0,0,0,false,,,
2024-07-07 23:26:47,2024-07-08 23:00:10,UTC+02:00,2024-07-08 20:07:58,2024-07-08 21:13:58,66,Cycling,15.3,782.0,169,145,3,7,27,63,0,false,,,
2024-07-07 00:48:58,2024-07-07 23:26:47,UTC+02:00,2024-07-07 11:41:39,2024-07-07 13:13:50,92,Running,19.1,1332.0,174,158,0,0,8,64,28,false,,,
2024-07-07 00:48:58,2024-07-07 23:26:47,UTC+02:00,2024-07-07 11:02:19,2024-07-07 11:31:34,29,Hiking,4.2,39.0,124,91,54,2,0,0,0,false,,,
2024-07-06 00:59:13,2024-07-07 00:48:58,UTC+02:00,2024-07-06 12:05:01,2024-07-06 12:45:07,40,Swimming,12.4,443.0,171,141,2,9,39,50,0,false,,,
2024-07-06 00:59:13,2024-07-07 00:48:58,UTC+02:00,2024-07-06 10:41:53,2024-07-06 11:28:07,46,Weightlifting,6.2,187.0,150,105,39,46,3,0,0,false,,,
2024-07-05 00:22:46,2024-07-06 00:59:13,UTC+02:00,2024-07-05 07:10:50,2024-07-05 07:51:14,40,Swimming,13.7,518.0,170,150,1,4,14,80,1,false,,,
2024-07-03 23:38:23,2024-07-05 00:22:46,UTC+02:00,2024-07-04 21:27:04,2024-07-04 21:47:06,20,Cycling,7.9,195.0,153,134,6,27,42,25,0,false,,,
2024-07-02 23:26:08,2024-07-03 22:38:23,UTC+01:00,2024-07-03 06:07:30,2024-07-03 07:08:59,61,Running,15.7,761.0,176,147,2,3,16,66,9,false,,,
2024-07-01 23:37:33,2024-07-02 23:26:08,UTC+01:00,2024-07-02 20:45:55,2024-07-02 22:13:00,87,Weightlifting,6.5,244.0,138,96,43,25,0,0,0,false,,,
2024-07-01 00:46:08,2024-07-01 23:37:33,UTC+01:00,2024-07-01 19:22:19,2024-07-01 20:07:24,45,Running,15.5,650.0,179,158,0,0,7,71,22,false,,,
2024-07-01 00:46:08,2024-07-01 23:37:33,UTC+01:00,2024-07-01 18:22:19,2024-07-01 19:07:24,45,Running,0.6,51.0,100,66,2,0,0,0,0,false,,,
2024-06-29 23:11:16,2024-07-01 01:46:08,UTC+02:00,2024-06-30 13:10:00,2024-06-30 14:10:00,60,Weightlifting,,,,,,,,,,false,,,
2024-06-29 23:11:16,2024-07-01 01:46:08,UTC+02:00,2024-06-30 12:10:00,2024-06-30 13:10:00,60,Weightlifting,5.2,125.0,130,94,61,9,0,0,0,false,,,
2024-06-29 23:11:16,2024-07-01 01:46:08,UTC+02:00,2024-06-30 11:24:07,2024-06-30 11:59:59,35,Swimming,,,,,,,,,,false,,,
2024-06-29 23:11:16,2024-07-01 01:46:08,UTC+02:00,2024-06-30 10:24:07,2024-06-30 10:59:59,35,Swimming,13.3,451.0,173,149,1,2,23,66,8,false,,,
2024-06-28 23:29:19,2024-06-29 23:11:16,UTC+02:00,2024-06-29 10:58:30,2024-06-29 11:13:29,14,Walking,4.6,51.0,129,103,55,37,0,0,0,false,,,
2024-06-28 23:29:19,2024-06-29 23:11:16,UTC+02:00,2024-06-29 09:03:49,2024-06-29 10:00:37,56,Weightlifting,5.7,157.0,150,96,44,19,4,0,0,false,,,
2024-06-27 23:11:16,2024-06-28 23:29:19,UTC+02:00,2024-06-28 08:04:18,2024-06-28 08:54:18,50,Running,4.9,105.0,132,93,26,12,0,0,0,false,,,
2024-06-27 23:11:16,2024-06-28 23:29:19,UTC+02:00,2024-06-28 07:04:18,2024-06-28 07:54:18,50,Running,16.5,745.0,184,160,0,0,2,65,33,false,,,
2024-06-27 00:27:22,2024-06-27 23:11:16,UTC+02:00,2024-06-27 08:04:15,2024-06-27 08:50:37,46,Cycling,5.1,117.0,149,94,25,18,4,0,0,false,,,
2024-06-27 00:27:22,2024-06-27 23:11:16,UTC+02:00,2024-06-27 07:04:15,2024-06-27 07:50:37,46,Cycling,13.8,569.0,166,147,1,2,34,63,0,false,,,
2024-06-25 23:21:48,2024-06-27 00:27:22,UTC+02:00,2024-06-26 17:07:30,2024-06-26 17:41:59,34,Activity,4.4,55.0,134,87,42,2,1,0,0,false,,,
2024-06-25 23:21:48,2024-06-27 00:27:22,UTC+02:00,2024-06-26 07:37:32,2024-06-26 08:23:35,46,Running,4.1,52.0,111,83,17,0,0,0,0,false,,,
2024-06-25 23:21:48,2024-06-27 00:27:22,UTC+02:00,2024-06-26 06:37:32,2024-06-26 07:23:35,46,Running,15.7,661.0,173,157,0,1,7,64,28,false,,,
2024-06-25 00:20:09,2024-06-25 23:21:48,UTC+02:00,2024-06-25 08:06:58,2024-06-25 08:51:44,44,Swimming,,,,,,,,,,false,,,
2024-06-25 00:20:09,2024-06-25 23:21:48,UTC+02:00,2024-06-25 07:06:58,2024-06-25 07:51:44,44,Swimming,14.1,573.0,177,150,1,0,28,61,10,false,,,
2024-06-23 23:59:18,2024-06-25 00:20:09,UTC+02:00,2024-06-24 21:45:52,2024-06-24 22:15:57,30,Cycling,0.0,34.0,98,78,2,0,0,0,0,false,,,
2024-06-23 23:59:18,2024-06-25 00:20:09,UTC+02:00,2024-06-24 20:45:52,2024-06-24 21:15:57,30,Cycling,7.1,224.0,139,123,3,75,22,0,0,false,,,
2024-06-23 23:59:18,2024-06-25 00:20:09,UTC+02:00,2024-06-24 06:31:43,2024-06-24 07:33:28,61,Weightlifting,4.5,90.0,124,84,31,4,0,0,0,false,,,
2024-06-22 23:40:12,2024-06-23 23:59:18,UTC+02:00,2024-06-23 12:07:50,2024-06-23 12:52:53,45,Cycling,9.0,355.0,142,126,3,57,40,0,0,false,,,
2024-06-21 23:35:28,2024-06-22 23:40:12,UTC+02:00,2024-06-22 11:57:10,2024-06-22 12:27:57,30,Swimming,8.7,287.0,156,132,1,14,83,2,0,false,,,
2024-06-21 23:35:28,2024-06-22 23:40:12,UTC+02:00,2024-06-22 10:25:57,2024-06-22 11:22:45,56,Weightlifting,5.7,168.0,140,97,32,26,3,0,0,false,,,
2024-06-20 23:42:34,2024-06-21 23:35:28,UTC+02:00,2024-06-21 07:04:30,2024-06-21 07:37:52,33,Running,14.2,489.0,178,159,0,1,1,78,20,false,,,
2024-06-19 23:32:47,2024-06-20 23:42:34,UTC+02:00,2024-06-20 07:07:44,2024-06-20 07:58:47,51,Weightlifting,,,,,,,,,,false,,,
2024-06-17 23:32:47,2024-06-19 00:25:43,UTC+02:00,2024-06-18 06:34:23,2024-06-18 07:34:00,59,Weightlifting,4.9,117.0,129,88,34,12,0,0,0,false,,,
2024-06-16 23:55:35,2024-06-17 23:32:47,UTC+02:00,2024-06-17 20:37:14,2024-06-17 20:54:17,17,Running,11.0,247.0,179,158,0,1,1,76,22,false,,,
2024-06-16 23:55:35,2024-06-17 23:32:47,UTC+02:00,2024-06-17 07:21:22,2024-06-17 07:51:43,30,Cycling,7.6,245.0,144,127,7,34,59,0,0,false,,,
2024-06-16 00:20:00,2024-06-16 23:55:35,UTC+02:00,2024-06-16 10:11:12,2024-06-16 12:24:25,133,Hiking,9.3,495.0,151,101,32,34,7,0,0,false,,,
2024-06-14 23:42:03,2024-06-16 00:20:00,UTC+02:00,2024-06-15 17:36:00,2024-06-15 18:36:21,60,Cycling,11.1,521.0,146,130,1,26,72,0,0,false,,,
2024-06-14 23:42:03,2024-06-16 00:20:00,UTC+02:00,2024-06-15 10:59:52,2024-06-15 11:54:30,54,Weightlifting,,,,,,,,,,false,,,
2024-06-13 23:42:03,2024-06-14 23:42:03,UTC+02:00,2024-06-14 06:41:58,2024-06-14 07:37:10,55,Weightlifting,4.2,76.0,125,75,11,4,0,0,0,false,,,
2024-06-12 23:42:37,2024-06-13 23:42:03,UTC+02:00,2024-06-13 06:37:19,2024-06-13 07:33:40,56,Weightlifting,4.2,77.0,145,79,17,3,0,0,0,false,,,
2024-06-10 23:50:32,2024-06-12 00:19:56,UTC+01:00,2024-06-11 05:58:59,2024-06-11 06:44:56,45,Running,16.5,711.0,180,163,0,0,0,53,47,false,,,
2024-06-09 00:32:55,2024-06-10 00:51:28,UTC+02:00,2024-06-09 10:57:33,2024-06-09 12:34:15,96,Running,19.3,1419.0,183,159,0,0,1,79,20,false,,,
2024-06-08 00:25:27,2024-06-09 00:32:55,UTC+02:00,2024-06-08 10:20:18,2024-06-08 11:27:47,67,Weightlifting,4.7,105.0,130,90,49,6,0,0,0,false,,,
2024-06-06 23:46:50,2024-06-08 00:25:27,UTC+02:00,2024-06-07 08:12:19,2024-06-07 09:04:20,52,Running,4.6,94.0,141,89,21,6,3,0,0,false,,,
2024-06-06 23:46:50,2024-06-08 00:25:27,UTC+02:00,2024-06-07 07:12:19,2024-06-07 08:04:20,52,Running,16.3,761.0,182,159,0,0,2,73,25,false,,,
2024-06-05 23:32:30,2024-06-06 23:46:50,UTC+02:00,2024-06-06 08:09:07,2024-06-06 09:02:32,53,Running,4.6,93.0,127,90,33,8,0,0,0,false,,,
2024-06-05 23:32:30,2024-06-06 23:46:50,UTC+02:00,2024-06-06 07:09:07,2024-06-06 08:02:32,53,Running,16.3,773.0,182,158,0,0,2,80,18,false,,,
2024-06-04 23:18:58,2024-06-05 23:32:30,UTC+02:00,2024-06-05 07:42:53,2024-06-05 08:39:28,56,Running,,,,,,,,,,false,,,
2024-06-04 23:18:58,2024-06-05 23:32:30,UTC+02:00,2024-06-05 06:42:53,2024-06-05 07:39:28,56,Running,15.8,761.0,179,153,0,2,11,70,17,false,,,
2024-06-03 23:33:09,2024-06-04 23:18:58,UTC+02:00,2024-06-04 07:41:26,2024-06-04 08:34:00,52,Weightlifting,1.4,60.0,106,74,4,0,0,0,0,false,,,
2024-06-03 23:33:09,2024-06-04 23:18:58,UTC+02:00,2024-06-04 06:41:26,2024-06-04 07:34:00,52,Weightlifting,5.1,120.0,138,93,37,15,2,0,0,false,,,
2024-06-02 00:04:03,2024-06-02 23:59:28,UTC+02:00,2024-06-02 12:50:50,2024-06-02 13:14:34,23,Running,12.4,337.0,177,157,0,0,2,85,13,false,,,
2024-06-02 00:04:03,2024-06-02 23:59:28,UTC+02:00,2024-06-02 11:48:44,2024-06-02 11:57:32,8,Running,7.5,120.0,169,154,0,0,14,85,1,false,,,
2024-06-02 00:04:03,2024-06-02 23:59:28,UTC+02:00,2024-06-02 11:07:46,2024-06-02 11:47:27,39,Running,15.4,591.0,187,160,0,0,6,61,33,false,,,
2024-06-01 00:46:37,2024-06-02 00:04:03,UTC+02:00,2024-06-01 11:43:12,2024-06-01 12:21:44,38,Running,,,,,,,,,,false,,,
2024-06-01 00:46:37,2024-06-02 00:04:03,UTC+02:00,2024-06-01 10:20:46,2024-06-01 11:37:35,76,Weightlifting,,,,,,,,,,false,,,
2024-05-31 00:07:53,2024-06-01 00:46:37,UTC+02:00,2024-05-31 07:06:30,2024-05-31 07:57:32,51,Running,16.5,741.0,182,158,0,3,7,44,46,false,,,
2024-05-28 23:24:07,2024-05-30 00:31:08,UTC+02:00,2024-05-29 06:38:17,2024-05-29 07:31:17,53,Weightlifting,6.0,189.0,134,100,31,42,0,0,0,false,,,
2024-05-28 00:29:24,2024-05-28 23:24:07,UTC+02:00,2024-05-28 07:04:27,2024-05-28 08:12:17,67,Running,17.6,987.0,181,159,0,0,1,80,19,false,,,
2024-05-26 00:35:02,2024-05-27 00:42:56,UTC+02:00,2024-05-26 12:07:54,2024-05-26 12:33:29,25,Running,13.4,383.0,193,161,0,1,1,65,33,false,,,
2024-05-26 00:35:02,2024-05-27 00:42:56,UTC+02:00,2024-05-26 10:04:14,2024-05-26 10:16:26,12,Running,8.3,156.0,176,150,1,1,18,64,16,false,,,
2024-05-26 00:35:02,2024-05-27 00:42:56,UTC+02:00,2024-05-26 09:02:05,2024-05-26 09:44:58,42,Running,15.9,648.0,193,162,0,0,3,55,42,false,,,
2024-05-24 01:23:30,2024-05-25 00:20:36,UTC+02:00,2024-05-24 12:02:32,2024-05-24 12:39:55,37,Running,13.8,506.0,173,154,0,1,8,86,5,false,,,
2024-05-24 01:23:30,2024-05-25 00:20:36,UTC+02:00,2024-05-24 10:55:11,2024-05-24 11:31:41,36,Weightlifting,5.2,106.0,152,97,43,19,6,0,0,false,,,
2024-05-22 23:53:23,2024-05-24 01:23:30,UTC+02:00,2024-05-23 07:14:04,2024-05-23 07:57:26,43,Weightlifting,4.6,81.0,128,91,45,13,0,0,0,false,,,
2024-05-22 00:47:03,2024-05-22 23:53:23,UTC+02:00,2024-05-22 06:59:13,2024-05-22 08:03:05,63,Running,16.6,859.0,182,153,2,3,6,70,19,false,,,
2024-05-20 23:36:28,2024-05-22 00:47:03,UTC+02:00,2024-05-21 06:38:35,2024-05-21 07:29:50,51,Weightlifting,5.7,154.0,151,96,38,26,4,0,0,false,,,
2024-05-18 23:31:46,2024-05-19 23:35:11,UTC+02:00,2024-05-19 11:03:00,2024-05-19 11:40:29,37,Soccer,10.4,305.0,172,127,25,16,18,34,3,false,,,
2024-05-18 23:31:46,2024-05-19 23:35:11,UTC+02:00,2024-05-19 07:05:06,2024-05-19 08:39:57,94,Running,18.4,1304.0,176,155,0,0,6,88,6,false,,,
2024-05-18 01:14:38,2024-05-18 23:31:46,UTC+02:00,2024-05-18 10:18:06,2024-05-18 11:31:41,73,Weightlifting,4.6,111.0,134,86,36,4,0,0,0,false,,,
2024-05-16 23:20:12,2024-05-18 01:14:38,UTC+02:00,2024-05-17 07:01:40,2024-05-17 07:53:03,51,Running,14.3,625.0,175,148,3,4,17,71,5,false,,,
2024-05-15 01:18:01,2024-05-16 00:07:26,UTC+02:00,2024-05-15 11:30:44,2024-05-15 12:59:51,89,Running,19.5,1356.0,192,162,0,0,2,55,43,false,,,
2024-05-12 00:06:17,2024-05-12 23:51:43,UTC+02:00,2024-05-12 19:09:09,2024-05-12 19:27:00,17,Running,10.7,249.0,172,156,0,0,3,88,9,false,,,
2024-05-12 00:06:17,2024-05-12 23:51:43,UTC+02:00,2024-05-12 18:48:00,2024-05-12 19:04:48,16,Weightlifting,4.4,45.0,132,100,49,33,1,0,0,false,,,
2024-05-10 23:50:16,2024-05-12 00:06:17,UTC+02:00,2024-05-11 17:31:36,2024-05-11 18:16:57,45,Running,16.1,688.0,196,162,0,0,0,58,42,false,,,
2024-05-10 00:01:39,2024-05-10 23:50:16,UTC+02:00,2024-05-10 06:36:59,2024-05-10 07:28:03,51,Weightlifting,4.9,101.0,142,90,41,8,4,0,0,false,,,
2024-05-08 23:46:33,2024-05-10 00:01:39,UTC+02:00,2024-05-09 07:01:17,2024-05-09 08:03:38,62,Running,16.4,787.0,183,149,0,11,10,48,31,false,,,
2024-05-07 23:29:25,2024-05-08 23:46:33,UTC+02:00,2024-05-08 06:59:26,2024-05-08 07:55:22,55,Running,17.5,833.0,184,160,0,2,3,35,60,false,,,
2024-05-07 00:09:28,2024-05-07 23:29:25,UTC+02:00,2024-05-07 06:36:27,2024-05-07 07:39:04,62,Weightlifting,5.4,145.0,139,92,47,16,2,0,0,false,,,
2024-05-05 00:18:11,2024-05-06 00:39:35,UTC+02:00,2024-05-05 12:03:36,2024-05-05 13:56:48,113,Running,20.1,1610.0,185,156,0,0,7,53,40,false,,,
2024-05-04 01:04:14,2024-05-05 00:18:11,UTC+02:00,2024-05-04 10:04:15,2024-05-04 11:32:59,88,Weightlifting,6.9,260.0,152,98,51,23,6,0,0,false,,,
2024-05-03 00:40:21,2024-05-04 01:04:14,UTC+02:00,2024-05-03 17:39:56,2024-05-03 19:02:13,82,Running,19.0,1204.0,186,158,0,0,5,44,51,false,,,
2024-05-02 01:00:00,2024-05-03 00:40:21,UTC+02:00,2024-05-02 12:22:01,2024-05-02 13:57:57,95,Running,16.3,1045.0,186,140,0,10,40,45,5,false,,,
2024-04-30 23:59:30,2024-05-02 01:00:00,UTC+02:00,2024-05-01 11:43:07,2024-05-01 11:51:51,8,Running,7.5,113.0,176,150,2,1,13,72,12,false,,,
2024-04-30 23:59:30,2024-05-02 01:00:00,UTC+02:00,2024-05-01 10:36:13,2024-05-01 11:36:01,59,Weightlifting,5.4,142.0,131,94,50,14,1,0,0,false,,,
2024-04-28 01:03:10,2024-04-29 00:51:38,UTC+02:00,2024-04-28 11:27:30,2024-04-28 13:06:38,99,Running,19.9,1428.0,181,157,0,4,8,35,53,false,,,
2024-04-26 23:53:56,2024-04-28 01:03:10,UTC+02:00,2024-04-27 09:29:40,2024-04-27 10:50:28,80,Weightlifting,6.9,237.0,144,98,68,16,4,0,0,false,,,
2024-04-26 00:05:46,2024-04-26 23:53:56,UTC+02:00,2024-04-26 07:07:00,2024-04-26 08:05:30,58,Running,15.9,738.0,182,147,2,6,13,58,21,false,,,
2024-04-24 23:29:49,2024-04-26 00:05:46,UTC+02:00,2024-04-25 14:21:00,2024-04-25 14:38:59,17,Walking,4.7,57.0,120,100,81,18,0,0,0,false,,,
2024-04-24 23:29:49,2024-04-26 00:05:46,UTC+02:00,2024-04-25 07:04:30,2024-04-25 07:44:35,40,Running,15.0,563.0,178,155,0,1,10,66,23,false,,,
2024-04-23 23:14:53,2024-04-24 23:29:49,UTC+02:00,2024-04-24 06:38:18,2024-04-24 07:43:36,65,Running,17.7,939.0,188,156,0,0,4,62,34,false,,,
2024-04-22 23:18:54,2024-04-23 23:14:53,UTC+02:00,2024-04-23 06:36:22,2024-04-23 07:28:21,51,Weightlifting,5.7,155.0,137,95,42,18,6,0,0,false,,,
2024-04-21 00:12:12,2024-04-22 00:16:07,UTC+02:00,2024-04-21 08:58:10,2024-04-21 10:29:02,90,Running,17.2,1054.0,181,142,2,11,30,41,16,false,,,
2024-04-20 00:00:52,2024-04-21 00:12:12,UTC+02:00,2024-04-20 07:35:59,2024-04-20 08:37:11,61,Running,15.8,770.0,176,147,2,2,21,61,14,false,,,
2024-04-16 23:11:46,2024-04-18 00:12:58,UTC+02:00,2024-04-17 06:14:50,2024-04-17 07:11:48,56,Running,16.3,761.0,182,152,0,2,17,51,30,false,,,
2024-04-15 23:41:46,2024-04-16 23:11:46,UTC+02:00,2024-04-16 06:39:34,2024-04-16 07:31:47,52,Weightlifting,4.8,104.0,128,89,33,14,0,0,0,false,,,
2024-04-14 01:23:24,2024-04-14 23:47:35,UTC+02:00,2024-04-14 18:22:30,2024-04-14 18:55:29,32,Running,7.1,203.0,154,116,21,31,44,2,0,false,,,
2024-04-14 01:23:24,2024-04-14 23:47:35,UTC+02:00,2024-04-14 09:37:09,2024-04-14 11:04:34,87,Running,15.6,912.0,175,137,2,18,28,48,4,false,,,
2024-04-13 00:30:00,2024-04-14 01:23:24,UTC+02:00,2024-04-13 11:04:55,2024-04-13 11:46:18,41,Running,14.0,534.0,169,149,0,0,20,77,3,false,,,
2024-04-13 00:30:00,2024-04-14 01:23:24,UTC+02:00,2024-04-13 10:06:19,2024-04-13 10:57:32,51,Weightlifting,5.4,138.0,149,92,32,21,4,0,0,false,,,
2024-04-11 23:40:39,2024-04-13 00:30:00,UTC+02:00,2024-04-12 06:54:37,2024-04-12 07:58:21,63,Running,15.1,744.0,171,143,3,6,22,67,2,false,,,
2024-04-10 23:37:23,2024-04-11 23:40:39,UTC+02:00,2024-04-11 07:23:48,2024-04-11 08:09:01,45,Weightlifting,4.9,98.0,128,94,54,13,0,0,0,false,,,
2024-04-10 00:18:43,2024-04-10 23:37:23,UTC+02:00,2024-04-10 07:15:30,2024-04-10 07:55:43,40,Running,14.2,526.0,174,151,1,0,16,61,22,false,,,
2024-04-08 23:29:08,2024-04-10 00:18:43,UTC+02:00,2024-04-09 06:36:31,2024-04-09 08:02:49,86,Weightlifting,4.7,127.0,117,85,41,2,0,0,0,false,,,
2024-04-06 23:15:29,2024-04-07 23:12:33,UTC+02:00,2024-04-07 09:18:16,2024-04-07 10:57:37,99,Running,20.6,1663.0,182,168,0,0,0,4,96,false,,,
2024-04-06 00:17:12,2024-04-06 23:15:29,UTC+02:00,2024-04-06 10:12:41,2024-04-06 10:41:22,28,Weightlifting,4.7,71.0,134,95,48,18,4,0,0,false,,,
2024-04-05 00:39:49,2024-04-06 00:17:12,UTC+02:00,2024-04-05 07:13:07,2024-04-05 08:12:56,59,Running,16.2,790.0,174,151,0,3,13,67,17,false,,,
2024-04-03 22:53:13,2024-04-05 00:39:49,UTC+02:00,2024-04-04 06:41:25,2024-04-04 07:29:47,48,Weightlifting,4.9,104.0,133,88,33,10,2,0,0,false,,,
2024-04-03 01:16:46,2024-04-03 22:53:13,UTC+02:00,2024-04-03 09:46:30,2024-04-03 10:23:08,36,Running,14.8,528.0,172,157,0,0,2,76,22,false,,,
2024-04-01 22:29:10,2024-04-03 02:16:46,UTC+03:00,2024-04-02 06:59:49,2024-04-02 08:02:30,62,Running,17.4,886.0,178,156,0,0,8,53,39,false,,,
2024-03-30 23:25:21,2024-03-31 22:27:51,UTC+01:00,2024-03-31 10:12:45,2024-03-31 11:42:45,90,Running,19.3,1309.0,173,158,0,0,3,58,39,false,,,
2024-03-30 23:25:21,2024-03-31 22:27:51,UTC+01:00,2024-03-31 08:12:45,2024-03-31 09:42:45,90,Running,4.0,106.0,113,70,11,0,0,0,0,false,,,
2024-03-29 22:36:49,2024-03-30 23:25:21,UTC+01:00,2024-03-30 20:28:04,2024-03-30 20:46:44,18,Running,10.8,250.0,165,152,0,1,5,94,0,false,,,
2024-03-29 22:36:49,2024-03-30 23:25:21,UTC+01:00,2024-03-30 19:53:33,2024-03-30 20:25:17,31,Weightlifting,4.9,85.0,133,96,39,27,3,0,0,false,,,
2024-03-29 22:36:49,2024-03-30 23:25:21,UTC+01:00,2024-03-30 18:28:04,2024-03-30 18:46:44,18,Running,,,,,,,,,,false,,,
2024-03-29 22:36:49,2024-03-30 23:25:21,UTC+01:00,2024-03-30 17:53:33,2024-03-30 18:25:17,31,Weightlifting,,,,,,,,,,false,,,
2024-03-29 22:36:49,2024-03-30 23:25:21,UTC+01:00,2024-03-30 17:28:04,2024-03-30 17:46:44,18,Running,,,,,,,,,,false,,,
2024-03-29 22:36:49,2024-03-30 23:25:21,UTC+01:00,2024-03-30 16:53:33,2024-03-30 17:25:17,31,Weightlifting,,,,,,,,,,false,,,
